,출연자,제목,회차,조회수,좋아요수,댓글수,재생시간(초),구독자수,term,시청률,직업,성별,나이,수상여부,인지도
787,이효철,"세계 1탑?? 폼 미친 공중부양 춤, 슬릭백의 고수 이효철 자기님! #highlight#",217,1829712,18246,1589,1092,"871,000",99,6.537,기타,M,청소년,Y,N
788,방시혁,(BTS 미방분 포함) BTS 준비할 때 엔터 사업을 접으려 했던 방시혁 자기님#,217,2084797,17495,1190,620,"871,000",99,6.537,연예인,M,중년,N,Y
789,천애정,"세계 1탑?? 폼 미친 공중부양 춤, 슬릭백의 고수 이효철 자기님! #highlight#",217,1829712,18246,1589,1092,"871,000",99,6.537,기타,F,중년,Y,N
790,최수종,사극의 왕?? 최수종 자기님이 본 유재석 X 조세호의 조선시대 신분은? #highlight#,218,488961,3491,380,1100,"874,000",92,3.659,연예인,M,노년,Y,Y
791,이은영,S전자 노래자랑 1등 하면 뭘 주나요? 4등은 호텔 숙박권?! ㄷㄷ#,218,37280,195,21,397,"874,000",92,3.659,기타,F,청년,N,N
792,김인환,S전자 노래자랑 1등 하면 뭘 주나요? 4등은 호텔 숙박권?! ㄷㄷ#,218,37280,195,21,397,"874,000",92,3.659,기타,F,청년,N,N
793,김용만2,왕을 뛰어넘은 신의 존재! 갓반인 김용만 & 서용상 자기님이 외국에서 성공한 썰 #highlight#,218,36005,202,18,991,"874,000",92,3.659,기타,M,중년,Y,Y
794,서용상,≫꿈빛 파티시엘 현실판≪ 프랑스 사람들이 좋아하는 한국 빵?#,218,35010,300,22,416,"874,000",92,3.659,예술인,M,중년,Y,N
795,김하성,김하성 자기님 혹시 오타니 쇼헤이 선수랑 친하세요?#,219,1067661,6018,346,471,"876,000",85,4.738,운동선수,M,청년,N,Y
796,임수정,[선공개]매니저 없는 임수정!? ,219,550408,3188,269,206,"876,000",85,4.738,연예인,F,청년,Y,Y
797,구철수,(감동 주의) 초등학생 제자들이 성인이 되어 다시 구철수 자기님을 찾아오다! #highlight#,219,185627,1980,106,1073,"876,000",85,4.738,사회복지,M,중년,Y,N
798,유연석,짝사랑 많이 하고 슬기로운 의사 생활도 많이 한 유연석 자기님에게 묻다 #highlight#,220,867024,7010,242,1067,"879,000",78,4.632,연예인,M,청년,Y,Y
799,임찬규,29년 만에 우승한 트윈스 오지환 & 임찬규 자기님의 야구? 이야기 #highlight#,220,309841,3923,313,1115,"879,000",78,4.632,운동선수,M,청년,Y,Y
800,오지환,29년 만에 우승한 트윈스 오지환 & 임찬규 자기님의 야구? 이야기 #highlight#,220,309841,3923,313,1115,"879,000",78,4.632,운동선수,M,청년,Y,Y
801,서주향,조세호랑 마음의 줄타기..? 어름사니 서주향 자기님 토크 폼 역대급ㅋㅋㅋ #highlight#,220,138135,862,79,1001,"879,000",78,4.632,예술인,F,청년,Y,N
802,서영갑,근육에는 나이가 없다?? 친구들은 지팡이를 들 때 서영갑 자기님은 아령을 든다! #highlight#,221,277858,1594,186,1008,"880,000",71,4.486,서비스,M,노년,Y,N
803,하지원,"다모 촬영 당시, 이서진 자기님 때문에 촬영을 못하겠다고 말한 하지원 자기님?!#",221,264021,1562,77,602,"880,000",71,4.486,연예인,F,청년,Y,Y
804,김지윤,"""한국이 강대국이라고 생각하시나요?"" 이 질문에 대부분 사람들의 대답은?#",221,181703,1321,190,449,"880,000",71,4.486,사회복지,F,청년,Y,Y
805,양영철,2023년 다시 돌아온 '빈대' 최근 갑자기 발생한 사태가 아니다?#,221,20621,152,13,561,"880,000",71,4.486,사회복지,M,중년,N,N
806,이진형,뚝심 있는 연구로 뇌?? 질환 치료를 개척한 이진형 자기님 #highlight#,222,129138,1427,70,998,"881,000",64,5.2,사회복지,F,청년,Y,Y
807,김록호,이렇게 많이 준다고요?! WHO 근무하면 받는 혜택#,222,105848,547,66,541,"881,000",64,5.2,사회복지,M,중년,Y,Y
808,박서준,이제 서진이네 멤버들 다 유퀴즈 자기님?? 박서준 자기님의 청춘 시절은?,223,476607,3420,179,1118,"882,000",57,4.818,연예인,M,청년,N,Y
809,송태욱,드라마 '보이스' 현실판! 범죄 골든타임? 대한민국 치안 해결사 송태욱 자기님 #highlight#,223,84150,652,16,913,"882,000",57,4.818,사회복지,M,청년,Y,N
810,김정자,가슴 뭉클해지는 이야기 | 죽을 때까지 연필을 놓지 않겠다는 김정자 자기님 #highlight#,223,79889,1482,59,961,"882,000",57,4.818,예술인,F,노년,Y,N
811,이상혁,국위선양 대상혁?? 모든 길은 페이커를 통한다 #highlight#,224,1012848,10308,610,1108,"885,000",50,4.621,운동선수,M,청년,Y,Y
812,유의배,성심원의 한센인을 사랑으로 품어주신 유의배 신부님 이야기?? #highlight#,224,396901,5272,344,1067,"885,000",50,4.621,사회복지,M,노년,Y,N
813,김예화,(경) 19살 취뽀 (축) 고등학교 졸업 동시에 은행 합격! 면접 비법이 있나요?#,224,140346,722,0,652,"885,000",50,4.621,서비스,F,청년,Y,N
814,이채현,(경) 19살 취뽀 (축) 고등학교 졸업 동시에 은행 합격! 면접 비법이 있나요?#,224,140346,722,0,652,"885,000",50,4.621,서비스,F,청년,Y,N
815,김창옥,나를 돌아보고 남을 알아보게 만드는 소통의 마법사???♂? 김창옥 자기님 #highlight#,225,1141507,15549,338,986,"888,000",43,5.556,연예인,M,중년,N,Y
816,서진규,미군 모녀이자 하버드 동문! 서진규 & 조성아 자기님의 특별한 삶 #highlight#,225,557256,4768,347,1037,"888,000",43,5.556,사회복지,F,청년,Y,N
817,조성아,미군 모녀이자 하버드 동문! 서진규 & 조성아 자기님의 특별한 삶 #highlight#,225,557256,4768,347,1037,"888,000",43,5.556,사회복지,F,노년,Y,N
818,장나라,인간 탕후루 장나라 자기님의 당도 높은 모먼트 모음?? #highlight#,225,460818,4268,371,1067,"888,000",43,5.556,연예인,F,청년,Y,Y
819,오승은,드디어 해명합니다! 1998년 당시 H.O.T.를 모를 수 있었습니까? #highlight#,226,1024880,8396,895,1087,"892,000",36,5.017,사회복지,F,청년,Y,Y
820,공효진,??드라마 로코 장인에서 현실 로맨스까지 성공한 공효진 자기님?? #highlight#,226,579800,4415,224,1114,"892,000",36,5.017,연예인,F,청년,N,Y
821,이평화,줏대 있는 사나이! 대장장이 이평화 자기님이 꿈을 이룬 이유는 집안 내력?! #highlight#,226,92697,870,0,934,"892,000",36,5.017,기타,M,청년,Y,N
822,이영림,"""2천 평 집에서 반려견과 둘이 살았어요"" 완전 헐값에 궁전(?)에서 살았던 이유#",227,506985,3894,259,344,"892,000",36,6.233,사회복지,F,노년,Y,N
823,김대호,[선공개] 아나운서 김대호의 직장 처세술과 나경은 선배의 물건을 버린 신입시절??#,227,294853,2031,133,207,"892,000",36,6.233,연예인,M,청년,Y,Y
824,이정은,33년 만에 폐관? '학전'을 살려야 하는 이유 알려드립니다 #highlight#,227,227498,2060,165,928,"892,000",36,6.233,연예인,F,중년,Y,Y
825,장현성,33년 만에 폐관? '학전'을 살려야 하는 이유 알려드립니다 #highlight#,227,227498,2060,165,928,"892,000",36,6.233,연예인,M,중년,Y,Y
826,윤상,[미방분] RIIZE 라이즈 {Love 119}  {Get A Guitar} 댄스 풀버전 공개 ??#,228,650438,22759,796,147,"892,000",29,4.912,연예인,M,중년,N,Y
827,앤톤,[미방분] RIIZE 라이즈 {Love 119}  {Get A Guitar} 댄스 풀버전 공개 ??#,228,650438,22759,796,147,"894,000",29,4.912,연예인,M,청소년,N,Y
828,류의식,"슈돌 대한, 민국, 만세를 촬영한 PD님?! 당근 부부의 직업과 연애 썰♥#",228,208197,834,43,381,"894,000",29,4.912,예술인,M,청년,Y,N
829,강지강,"슈돌 대한, 민국, 만세를 촬영한 PD님?! 당근 부부의 직업과 연애 썰♥#",228,208197,834,43,381,"894,000",29,4.912,전문기술,F,청년,Y,N
830,유연수,음주 운전 사고로 축구 선수 생활을 잃었습니다 #highlight#,228,204607,2509,414,983,"894,000",29,4.912,운동선수,M,청년,Y,Y
831,박인비,첫인상 사투리 쓰는 아저씨?! 골프가 이어준 인연! 박인비♥남기협#,228,81779,500,36,501,"894,000",29,4.912,운동선수,F,청년,Y,Y
832,김영옥,연륜만큼 맵고 찰지다는 김영옥 X 나문희 자기님의 입담 ㅋㅋㅋ #highlight#,229,508075,5183,186,1044,"897,000",22,4.468,연예인,F,노년,Y,Y
833,나문희,연륜만큼 맵고 찰지다는 김영옥 X 나문희 자기님의 입담 ㅋㅋㅋ #highlight#,229,508075,5183,186,1044,"897,000",22,4.468,연예인,F,노년,Y,Y
834,신영철,내가 도파민 중독자? 일시적인 쾌감에 속지 마세요 #highlight#,229,234968,2939,129,1106,"897,000",22,4.468,사회복지,M,노년,Y,N
